answer,left_method,participant,right_method,test_case
,242829,b9bdeb75-3e4c-4c10-b46d-78f565c1660c,242827,00131
,242827,b92f9453-482e-4db5-a2d6-8c232be49a48,242829,00131
,242827,d305e00e-5e93-4d6d-b5cd-d99d088be9ea,242829,00131
242829,242827,90cb61aa-4990-41aa-9ab0-142e2dd50e18,242829,00131
,242829,610a6281-71d8-4b6f-b56b-53ac975da91d,242827,00131
242829,242827,0165d3d6-a992-4e0b-8c41-30aefec5bf88,242829,00131
242829,242829,ed156bdc-1555-4fc2-a7a9-dd0cb9733fa3,242827,00131
242829,242827,77990e67-b4e9-481c-a8d6-5fba4c953808,242829,00131
242827,242827,586a543b-0717-46ca-b4de-4bb16ed78b15,242829,00131
,242829,d8771fff-e2f3-4abc-914d-6a6b76ecad47,242827,00131
,242827,d28904f5-646c-4dba-9ea5-253fec53d574,242829,00132
242827,242827,7417c42d-e67b-49f8-be54-268cfdc27a0b,242829,00132
242829,242829,1ecf340c-7cd9-49c3-bff2-e845c8fa594b,242827,00132
242827,242829,1ee92399-40f8-4c4d-b2bc-6eb9671f4601,242827,00132
,242827,24126e1c-4c3f-4678-be78-b496236678e6,242829,00132
,242827,c2af8543-56a4-4897-aaf1-3150f8af0ef5,242829,00132
242829,242829,ee4bae5e-66ca-4924-9303-f0f71b4ca8dc,242827,00132
242829,242829,aa3fab81-8521-44b2-8037-d83b3de08831,242827,00132
,242829,f84ca38c-bfad-484b-9547-9fb5fada12fc,242827,00132
242829,242827,7edeaed0-e0c2-47b5-9093-4a13434f5d7c,242829,00132
242829,242829,7a92bda6-d280-4430-9e99-bf93f3c420af,242827,00133
242827,242827,d02a8280-28af-4ce2-861f-8c1965ed951f,242829,00133
,242827,bb011402-d096-49bd-b198-00b2af39d225,242829,00133
242827,242829,a8123c98-fdb5-48c0-a408-cdc8a85c1475,242827,00133
,242829,b221d09c-1691-40f5-85c3-6af238d905a4,242827,00133
,242829,492a0874-647d-4222-abf0-36b2dddeb191,242827,00133
,242827,3e74a111-a984-43d9-a306-9133febcdcd1,242829,00133
242827,242829,5c3064f1-f9a1-4a21-85c4-e32e20b69f14,242827,00133
242827,242827,7fa01719-ab68-43d1-94e6-ee8f7b3861fb,242829,00133
242827,242829,5df43f60-29ee-48e5-b5cc-5b2e81aa7415,242827,00133
242829,242827,add22b5d-6e53-42c3-9444-0429d8d68158,242829,00134
,242827,d24d5dbb-ffff-4a98-b74a-d038f57b2596,242829,00134
242829,242829,b580b8a3-a4bf-4bfc-a8dd-2375a918991e,242827,00134
